Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Month Number,Quarter,Day,Day Name,Profit Margin (%),Sales Category,Discount Category
570.0,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,EB-13840,Corporate,United States,Seattle,Washington,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3.0,0.2,0.0,2017.0,October,10.0,4.0,1.0,Sunday,0.0,Medium,Low Discount
571.0,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Consumer,United States,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,7.0,0.0,34.776,2017.0,December,12.0,4.0,28.0,Thursday,48.0,Low,No Discount
572.0,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Consumer,United States,New York City,New York,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,4.0,0.0,6.4216,2017.0,December,12.0,4.0,28.0,Thursday,46.0,Low,No Discount
573.0,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Consumer,United States,New York City,New York,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,7.0,0.2,11.2266,2017.0,December,12.0,4.0,28.0,Thursday,33.75,Low,Low Discount
574.0,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Consumer,United States,New York City,New York,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,3.0,0.0,4.0095,2017.0,December,12.0,4.0,28.0,Thursday,27.0,Low,No Discount
575.0,CA-2016-127250,2016-11-03,2016-11-07,Standard Class,SF-20200,Consumer,United States,Marysville,Washington,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,3.0,0.0,2.3814,2016.0,November,11.0,4.0,3.0,Thursday,27.0,Low,No Discount
576.0,CA-2015-149713,2015-09-18,2015-09-22,Second Class,TG-21640,Consumer,United States,Long Beach,California,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,14.0,0.0,78.7528,2015.0,September,9.0,3.0,18.0,Friday,49.0,Medium,No Discount
577.0,CA-2015-149713,2015-09-18,2015-09-22,Second Class,TG-21640,Consumer,United States,Long Beach,California,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4.0,0.0,9.7608,2015.0,September,9.0,3.0,18.0,Friday,49.0,Low,No Discount
578.0,CA-2015-149713,2015-09-18,2015-09-22,Second Class,TG-21640,Consumer,United States,Long Beach,California,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2.0,0.0,2.19,2015.0,September,9.0,3.0,18.0,Friday,30.0,Low,No Discount
579.0,CA-2017-118640,2017-07-20,2017-07-26,Standard Class,CS-11950,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,2.0,0.2,8.714,2017.0,July,7.0,3.0,20.0,Thursday,12.5,Low,Low Discount
580.0,CA-2017-118640,2017-07-20,2017-07-26,Standard Class,CS-11950,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1.0,0.6,-5.7148,2017.0,July,7.0,3.0,20.0,Thursday,-65.0,Low,High Discount
581.0,CA-2015-132906,2015-09-10,2015-09-14,Standard Class,CC-12145,Consumer,United States,Los Angeles,California,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4.0,0.0,1.5456,2015.0,September,9.0,3.0,10.0,Thursday,3.0,Low,No Discount
582.0,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Consumer,United States,Denver,Colorado,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.376,3.0,0.2,52.9173,2017.0,December,12.0,4.0,1.0,Friday,11.25,Medium,Low Discount
583.0,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Consumer,United States,Denver,Colorado,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,2.0,0.2,9.2386,2017.0,December,12.0,4.0,1.0,Friday,8.75,Medium,Low Discount
584.0,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Consumer,United States,Denver,Colorado,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152,3.0,0.2,3.5046,2017.0,December,12.0,4.0,1.0,Friday,11.25,Low,Low Discount
585.0,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Consumer,United States,Denver,Colorado,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,7.0,0.7,-4.7481,2017.0,December,12.0,4.0,1.0,Friday,-70.0,Low,High Discount
586.0,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Consumer,United States,Denver,Colorado,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368,4.0,0.2,30.4776,2017.0,December,12.0,4.0,1.0,Friday,7.5,Medium,Low Discount
587.0,CA-2015-128139,2015-07-03,2015-07-09,Standard Class,BD-11725,Consumer,United States,Richmond,Kentucky,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1.0,0.0,4.9686,2015.0,July,7.0,3.0,3.0,Friday,7.0,Low,No Discount
588.0,CA-2015-128139,2015-07-03,2015-07-09,Standard Class,BD-11725,Consumer,United States,Richmond,Kentucky,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,3.0,0.0,144.5157,2015.0,July,7.0,3.0,3.0,Friday,49.0,Medium,No Discount
589.0,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Consumer,United States,Salem,Oregon,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2.0,0.2,-20.1362,2016.0,March,3.0,1.0,20.0,Sunday,-23.75,Low,Low Discount
590.0,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Consumer,United States,Salem,Oregon,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,4.0,0.2,7.2576,2016.0,March,3.0,1.0,20.0,Sunday,35.0,Low,Low Discount
591.0,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Consumer,United States,Salem,Oregon,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,3.0,0.7,-12.8961,2016.0,March,3.0,1.0,20.0,Sunday,-76.67,Low,High Discount
592.0,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Consumer,United States,Salem,Oregon,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2.0,0.2,3.6288,2016.0,March,3.0,1.0,20.0,Sunday,35.0,Low,Low Discount
593.0,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,MS-17830,Consumer,United States,Laredo,Texas,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2.0,0.2,1.168,2014.0,January,1.0,1.0,9.0,Thursday,12.5,Low,Low Discount
594.0,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,MS-17830,Consumer,United States,Laredo,Texas,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,3.0,0.2,9.75,2014.0,January,1.0,1.0,9.0,Thursday,31.25,Low,Low Discount
595.0,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Consumer,United States,San Diego,California,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2.0,0.0,22.0748,2014.0,August,8.0,3.0,8.0,Friday,29.0,Low,No Discount
596.0,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Consumer,United States,San Diego,California,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3.0,0.2,434.9913,2014.0,August,8.0,3.0,8.0,Friday,36.25,High,Low Discount
597.0,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Consumer,United States,San Diego,California,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5.0,0.2,55.745,2014.0,August,8.0,3.0,8.0,Friday,12.5,Medium,Low Discount
598.0,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Consumer,United States,San Diego,California,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8.0,0.0,91.7728,2014.0,August,8.0,3.0,8.0,Friday,28.0,Medium,No Discount
599.0,CA-2016-120180,2016-07-14,2016-07-16,First Class,TP-21130,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2.0,0.2,1.0178,2016.0,July,7.0,3.0,14.0,Thursday,8.75,Low,Low Discount
600.0,US-2016-100720,2016-07-16,2016-07-21,Standard Class,CK-12205,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,3.0,0.4,-28.7964,2016.0,July,7.0,3.0,16.0,Saturday,-20.0,Medium,High Discount
601.0,US-2016-100720,2016-07-16,2016-07-21,Standard Class,CK-12205,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,4.0,0.4,-115.3544,2016.0,July,7.0,3.0,16.0,Saturday,-23.33,Medium,High Discount
602.0,US-2016-100720,2016-07-16,2016-07-21,Standard Class,CK-12205,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2.0,0.2,0.73,2016.0,July,7.0,3.0,16.0,Saturday,12.5,Low,Low Discount
603.0,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Consumer,United States,Tampa,Florida,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1.0,0.2,17.847,2014.0,March,3.0,1.0,15.0,Saturday,12.5,Medium,Low Discount
604.0,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Consumer,United States,Tampa,Florida,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3.0,0.2,5.1408,2014.0,March,3.0,1.0,15.0,Saturday,11.25,Low,Low Discount
605.0,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Consumer,United States,Tampa,Florida,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,3.0,0.7,-5.5338,2014.0,March,3.0,1.0,15.0,Saturday,-76.67,Low,High Discount
606.0,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Consumer,United States,Tampa,Florida,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.188,4.0,0.7,-31.6712,2014.0,March,3.0,1.0,15.0,Saturday,-73.33,Low,High Discount
607.0,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Consumer,United States,Tampa,Florida,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,3.0,0.2,47.8152,2014.0,March,3.0,1.0,15.0,Saturday,36.25,Medium,Low Discount
608.0,US-2014-105767,2014-05-23,2014-05-27,Standard Class,AR-10510,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2.0,0.7,-2.6256,2014.0,May,5.0,2.0,23.0,Friday,-80.0,Low,High Discount
609.0,US-2014-105767,2014-05-23,2014-05-27,Standard Class,AR-10510,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,9.0,0.2,2.3814,2014.0,May,5.0,2.0,23.0,Friday,11.25,Low,Low Discount
610.0,US-2014-105767,2014-05-23,2014-05-27,Standard Class,AR-10510,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,2.0,0.4,-10.1178,2014.0,May,5.0,2.0,23.0,Friday,-18.33,Low,High Discount
611.0,CA-2016-161816,2016-04-28,2016-05-01,First Class,NB-18655,Corporate,United States,Dallas,Texas,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3.0,0.2,41.5773,2016.0,April,4.0,2.0,28.0,Thursday,11.25,Medium,Low Discount
612.0,CA-2016-161816,2016-04-28,2016-05-01,First Class,NB-18655,Corporate,United States,Dallas,Texas,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4.0,0.2,5.6956,2016.0,April,4.0,2.0,28.0,Thursday,36.25,Low,Low Discount
613.0,CA-2016-121223,2016-09-11,2016-09-13,Second Class,GD-14590,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2.0,0.2,2.64,2016.0,September,9.0,3.0,11.0,Sunday,31.25,Low,Low Discount
614.0,CA-2016-121223,2016-09-11,2016-09-13,Second Class,GD-14590,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,9.0,0.4,-157.9383,2016.0,September,9.0,3.0,11.0,Sunday,-21.67,High,High Discount
615.0,CA-2017-138611,2017-11-14,2017-11-17,Second Class,CK-12595,Consumer,United States,Grove City,Ohio,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,10.0,0.4,15.992,2017.0,November,11.0,4.0,14.0,Tuesday,13.33,Medium,High Discount
616.0,CA-2017-138611,2017-11-14,2017-11-17,Second Class,CK-12595,Consumer,United States,Grove City,Ohio,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,2.0,0.7,-2.7968,2017.0,November,11.0,4.0,14.0,Tuesday,-76.67,Low,High Discount
617.0,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Corporate,United States,New York City,New York,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2.0,0.0,15.7872,2017.0,August,8.0,3.0,18.0,Friday,39.0,Low,No Discount
618.0,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Corporate,United States,New York City,New York,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2.0,0.0,3.0814,2017.0,August,8.0,3.0,18.0,Friday,31.0,Low,No Discount
619.0,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Corporate,United States,New York City,New York,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,9.0,0.2,33.57,2017.0,August,8.0,3.0,18.0,Friday,31.25,Medium,Low Discount
620.0,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Corporate,United States,New York City,New York,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,1.0,0.0,10.9939,2017.0,August,8.0,3.0,18.0,Friday,29.0,Low,No Discount
621.0,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Corporate,United States,New York City,New York,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3.0,0.0,27.2862,2017.0,August,8.0,3.0,18.0,Friday,31.0,Low,No Discount
622.0,US-2014-111171,2014-12-26,2014-12-31,Standard Class,CA-12265,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5.0,0.8,-14.773,2014.0,December,12.0,4.0,26.0,Friday,-170.0,Low,High Discount
623.0,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Corporate,United States,Dearborn,Michigan,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2.0,0.0,87.5684,2015.0,November,11.0,4.0,29.0,Sunday,29.0,Medium,No Discount
624.0,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Corporate,United States,Dearborn,Michigan,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5.0,0.1,178.901,2015.0,November,11.0,4.0,29.0,Sunday,32.22,High,Low Discount
625.0,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Corporate,United States,Dearborn,Michigan,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,4.0,0.0,130.87,2015.0,November,11.0,4.0,29.0,Sunday,25.0,High,No Discount
626.0,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Corporate,United States,Dearborn,Michigan,Central,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,9.0,0.0,46.9278,2015.0,November,11.0,4.0,29.0,Sunday,29.0,Medium,No Discount
627.0,CA-2017-163020,2017-09-15,2017-09-19,Standard Class,MO-17800,Home Office,United States,New York City,New York,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7.0,0.0,12.0904,2017.0,September,9.0,3.0,15.0,Friday,34.0,Low,No Discount
628.0,CA-2017-153787,2017-05-19,2017-05-23,Standard Class,AT-10735,Consumer,United States,Seattle,Washington,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2.0,0.0,28.1764,2017.0,May,5.0,2.0,19.0,Friday,29.0,Low,No Discount
629.0,CA-2017-133431,2017-12-17,2017-12-21,Standard Class,LC-17140,Consumer,United States,San Francisco,California,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24,5.0,0.2,5.1435,2017.0,December,12.0,4.0,17.0,Sunday,33.75,Low,Low Discount
630.0,CA-2017-133431,2017-12-17,2017-12-21,Standard Class,LC-17140,Consumer,United States,San Francisco,California,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23,3.0,0.0,6.0858,2017.0,December,12.0,4.0,17.0,Sunday,46.0,Low,No Discount
631.0,US-2016-135720,2016-12-11,2016-12-13,Second Class,FM-14380,Consumer,United States,Aurora,Colorado,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,3.0,0.2,-51.7191,2016.0,December,12.0,4.0,11.0,Sunday,-21.25,Medium,Low Discount
632.0,US-2016-135720,2016-12-11,2016-12-13,Second Class,FM-14380,Consumer,United States,Aurora,Colorado,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5.0,0.2,29.95,2016.0,December,12.0,4.0,11.0,Sunday,25.0,Medium,Low Discount
633.0,US-2016-135720,2016-12-11,2016-12-13,Second Class,FM-14380,Consumer,United States,Aurora,Colorado,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,4.0,0.2,30.0768,2016.0,December,12.0,4.0,11.0,Sunday,10.0,Medium,Low Discount
634.0,CA-2017-144694,2017-09-24,2017-09-26,Second Class,BD-11605,Consumer,United States,Miami,Florida,South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3.0,0.2,2.4585,2017.0,September,9.0,3.0,24.0,Sunday,13.75,Low,Low Discount
635.0,CA-2017-144694,2017-09-24,2017-09-26,Second Class,BD-11605,Consumer,United States,Miami,Florida,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,3.0,0.2,85.5297,2017.0,September,9.0,3.0,24.0,Sunday,36.25,Medium,Low Discount
636.0,CA-2015-168004,2015-10-04,2015-10-09,Second Class,DJ-13420,Corporate,United States,Warner Robins,Georgia,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3.0,0.0,43.2234,2015.0,October,10.0,4.0,4.0,Sunday,11.0,Medium,No Discount
637.0,US-2016-123470,2016-08-15,2016-08-21,Standard Class,ME-17725,Consumer,United States,Aurora,Colorado,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3.0,0.7,-13.8468,2016.0,August,8.0,3.0,15.0,Monday,-73.33,Low,High Discount
638.0,US-2016-123470,2016-08-15,2016-08-21,Standard Class,ME-17725,Consumer,United States,Aurora,Colorado,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,3.0,0.2,12.2328,2016.0,August,8.0,3.0,15.0,Monday,10.0,Medium,Low Discount
639.0,CA-2016-115917,2016-05-20,2016-05-25,Standard Class,RB-19465,Home Office,United States,Vallejo,California,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5.0,0.0,272.792,2016.0,May,5.0,2.0,20.0,Friday,26.0,High,No Discount
640.0,CA-2016-115917,2016-05-20,2016-05-25,Standard Class,RB-19465,Home Office,United States,Vallejo,California,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,4.0,0.2,5.0128,2016.0,May,5.0,2.0,20.0,Friday,32.5,Low,Low Discount
641.0,CA-2016-147067,2016-12-18,2016-12-22,Standard Class,JD-16150,Corporate,United States,Minneapolis,Minnesota,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3.0,0.0,6.0288,2016.0,December,12.0,4.0,18.0,Sunday,32.0,Low,No Discount
642.0,CA-2017-167913,2017-07-30,2017-08-03,Second Class,JL-15835,Consumer,United States,Mission Viejo,California,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2.0,0.0,85.904,2017.0,July,7.0,3.0,30.0,Sunday,26.0,Medium,No Discount
643.0,CA-2017-167913,2017-07-30,2017-08-03,Second Class,JL-15835,Consumer,United States,Mission Viejo,California,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,26.25,7.0,0.0,12.6,2017.0,July,7.0,3.0,30.0,Sunday,48.0,Low,No Discount
644.0,CA-2017-106103,2017-06-10,2017-06-15,Standard Class,SC-20305,Consumer,United States,Rochester Hills,Michigan,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4.0,0.0,54.3332,2017.0,June,6.0,2.0,10.0,Saturday,41.0,Medium,No Discount
645.0,US-2017-127719,2017-07-21,2017-07-25,Standard Class,TW-21025,Home Office,United States,Plainfield,New Jersey,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48,1.0,0.0,3.1752,2017.0,July,7.0,3.0,21.0,Friday,49.0,Low,No Discount
646.0,CA-2017-126221,2017-12-30,2018-01-05,Standard Class,CC-12430,Home Office,United States,Columbus,Indiana,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2.0,0.0,56.511,2017.0,December,12.0,4.0,30.0,Saturday,27.0,Medium,No Discount
647.0,CA-2016-103947,2016-04-01,2016-04-08,Standard Class,BB-10990,Corporate,United States,Sierra Vista,Arizona,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,5.0,0.2,9.8625,2016.0,April,4.0,2.0,1.0,Friday,31.25,Low,Low Discount
648.0,CA-2016-103947,2016-04-01,2016-04-08,Standard Class,BB-10990,Corporate,United States,Sierra Vista,Arizona,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,2.0,0.2,3.0144,2016.0,April,4.0,2.0,1.0,Friday,10.0,Low,Low Discount
649.0,CA-2016-160745,2016-12-11,2016-12-16,Second Class,AR-10825,Corporate,United States,Vancouver,Washington,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4.0,0.0,6.068,2016.0,December,12.0,4.0,11.0,Sunday,41.0,Low,No Discount
650.0,CA-2016-160745,2016-12-11,2016-12-16,Second Class,AR-10825,Corporate,United States,Vancouver,Washington,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3.0,0.2,22.6782,2016.0,December,12.0,4.0,11.0,Sunday,7.5,Medium,Low Discount
651.0,CA-2016-160745,2016-12-11,2016-12-16,Second Class,AR-10825,Corporate,United States,Vancouver,Washington,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0,4.0,0.0,31.6,2016.0,December,12.0,4.0,11.0,Sunday,10.0,Medium,No Discount
652.0,CA-2016-132661,2016-10-23,2016-10-29,Standard Class,SR-20740,Home Office,United States,New York City,New York,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10.0,0.0,178.318,2016.0,October,10.0,4.0,23.0,Sunday,47.0,Medium,No Discount
653.0,CA-2017-140844,2017-06-19,2017-06-23,Standard Class,AR-10405,Corporate,United States,New York City,New York,East,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,97.82,2.0,0.0,45.9754,2017.0,June,6.0,2.0,19.0,Monday,47.0,Low,No Discount
654.0,CA-2017-140844,2017-06-19,2017-06-23,Standard Class,AR-10405,Corporate,United States,New York City,New York,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,8.0,0.0,10.312,2017.0,June,6.0,2.0,19.0,Monday,10.0,Medium,No Discount
655.0,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Consumer,United States,Columbus,Ohio,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2.0,0.2,8.5164,2016.0,August,8.0,3.0,22.0,Monday,7.5,Medium,Low Discount
656.0,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Consumer,United States,Columbus,Ohio,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2.0,0.7,-2.6544,2016.0,August,8.0,3.0,22.0,Monday,-80.0,Low,High Discount
657.0,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,134.288,2.0,0.2,45.3222,2016.0,August,8.0,3.0,22.0,Monday,33.75,Medium,Low Discount
658.0,US-2016-156097,2016-09-19,2016-09-19,Same Day,EH-14125,Home Office,United States,Aurora,Illinois,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2.0,0.3,-50.098,2016.0,September,9.0,3.0,19.0,Monday,-7.14,High,High Discount
659.0,US-2016-156097,2016-09-19,2016-09-19,Same Day,EH-14125,Home Office,United States,Aurora,Illinois,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2.308,2.0,0.8,-3.462,2016.0,September,9.0,3.0,19.0,Monday,-150.0,Low,High Discount
